Operational Profile,DURAÇÃO,EngineLoad,PotenciaMaxima,EnginesRunning,Speed,DraftBow,DraftStern,BEAUFORT,MDO,MDOPred
Eco Transit,0.024722222,0.37,858.4,2,8.87960674,4.573,4.8444382,3.8,0.019935,0.806359551
Fast Transit,0.397222222,0.31,719.2,2,11.07757762,2.63661678,4.05765874,4.6,0.25483199,0.64153508
Eco Transit,0.024166667,0.32,742.4,2,7.06113793,4.645,3.98217241,4.8,0.016502,0.682841379
Transit,0.023888889,0.33,765.6,2,8.97625581,2.524,4.23361628,5.5,0.01708,0.714976744
Transit,0.043611111,0.33,765.6,2,9.13301274,4.24369427,4.23800637,2.8,0.030504,0.699454777
Eco Transit,0.028888889,0.2,464,2,4.414865,4.457993,3.525066,5.5,0.009914,0.343176923
Eco Transit,0.025555556,0.31,719.2,2,7.24920652,4.666,4.08448913,4.7,0.01670701,0.653752565
Eco Transit,0.023888889,0.22,510.4,2,7.013849,4.715547,4.121658,2.9,0.009791,0.409855814
Eco Transit,0.016944444,0.19,440.8,2,4.03991803,4.672,4.71647541,3.7,0.005622,0.331790164
Transit,0.107222222,0.36,835.2,2,9.12021244,4.59839896,4.00586528,4,0.084304,0.786254922
Eco Transit,0.006666667,0.36,835.2,2,8.948,4.703,4.086,4.3,0.00508,0.762
Transit,0.062777778,0.36,835.2,2,10.77309292,4.37923894,3.83367257,3.1,0.049944,0.795568142
Eco Transit,0.5275,0.23,533.6,2,4.95352491,2.59744949,4.2596139,4.3,0.235231,0.445935545
Transit,0.124722222,0.34,788.8,2,9.26931403,2.44482405,4.59700445,5.5,0.092753,0.743676615
Eco Transit,0.216666667,0.33,765.6,2,8.15619615,4.53302308,4.10409615,3.6,0.15672,0.723323077
Eco Transit,0.016111111,0.36,835.2,2,8.87541379,2.568,3.886,4,0.012613,0.782875862
Eco Transit,0.026944444,0.28,649.6,2,8.92574227,4.453,3.85286598,2.9,0.01558699,0.578486227
Transit,0.202222222,0.34,788.8,2,9.25410989,4.61314286,3.89607692,4.3,0.15235,0.753379121
